path,label,detected,num_landmarks
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00040.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00044.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00048.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00052.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00056.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00060.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00064.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00068.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00072.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00076.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00080.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00084.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00088.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00092.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00096.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00100.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00104.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00108.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00112.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00116.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00120.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00124.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00128.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00132.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00136.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00140.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00144.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00148.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00152.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00156.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00160.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00164.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00168.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_04_53_Pro_f00172.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00000.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00004.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00008.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00012.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00016.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00020.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00024.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00028.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00032.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00036.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00040.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00044.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00048.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00052.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00056.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00060.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00064.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00068.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00072.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00076.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00080.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00084.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00088.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00092.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00096.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00100.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00104.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00108.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00112.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00116.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00120.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00124.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00128.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00132.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00136.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00140.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00144.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00148.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00152.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00156.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00160.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00164.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00168.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00172.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00176.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00180.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00184.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00188.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00192.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00196.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00200.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00204.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00208.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00212.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00216.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_08_Pro_f00220.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00000.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00004.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00008.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00012.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00016.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00020.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00024.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00028.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00032.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00036.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00040.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00044.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00048.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00052.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00056.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00060.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00064.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00068.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00072.jpg,trigger,True,478
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00076.jpg,trigger,False,0
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00080.jpg,trigger,False,0
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00084.jpg,trigger,False,0
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00088.jpg,trigger,False,0
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00092.jpg,trigger,False,0
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00096.jpg,trigger,False,0
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00100.jpg,trigger,False,0
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00104.jpg,trigger,False,0
data\frames\trigger\WIN_20260322_11_05_29_Pro_f00108.jpg,trigger,False,0
